Category,Key,English,Chinese (Traditional),Notes
,t63,For each adjacent gem,依照鄰接的寶石數量來,
,t64,If adjacent to any item,如果與任何物品鄰接,
,t65,If adjacent or diagonal to any item,如果與任何物品鄰接或對角,
,t66,If adjacent or diagonal to armor or a shield,如果與護甲或盾牌鄰接或對角,
,t67,When a diagonal shield is used,對角的盾牌被使用時,
,t68,For each adjacent or diagonal ring,依照鄰接或對角的戒指數量來,
,t69,For each adjacent or diagonal curse,依照鄰接或對角的詛咒數量來,
,t70,If you have any armor,如果你擁有任何護甲,
,t71,When an adjacent or diagonal manastone is destroyed,鄰接或對角的法力石被摧毀時,
,t72v,For each consumable in this row,依照此橫列的消耗品數量來,
,t73,When a shield is used,依照此橫列的法力石數量來, WARNING: ENGLISH TEXT CHANGED #####################################################
,tc1,On play,被打出時,
,tc2,When any carving is summoned,任何雕飾被打出後, WARNING: ENGLISH TEXT CHANGED #####################################################
,t73,For each manastone in this row,依照此橫列的法力石數量來, WARNING: ENGLISH TEXT CHANGED ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,t74,For each adjacent consumable,依照鄰接的消耗品數量來,
,t75,For each adjacent fish,依照鄰接的魚類數量來,
,t76,For each empty space to the right,依照右方的空格數量來,
,t77,For each empty space in this column,依照此縱行的空格數量來,
,t78,For each manastone above this,依照上方的法力石數量來,
,t79,For each carving in your discard,依照已丟棄的雕飾數量來,
,t80,When a carving is used,雕飾被使用時,
,t81a,For each item along a diagonal line,依照對角線上的物品數量來,
,t81,If there is an item along a diagonal line,如果對角線上有物品,
,t82,When an adjacent carving is used,鄰接的雕飾被使用時,
,t83,When an adjacent shield is used,鄰接的盾牌被使用時,
,t84,For each space a charge has traveled before using this item,依照充能在使用此物品之前行進的格子數量來,
,t85,When an adjacent item kills a non-summon enemy,當相鄰的物品殺死一個非召喚的敵人時, WARNING: AUTO-TRANSLATION #####################################################
,t86,For each adjacent carving,對於每個相鄰的雕刻, WARNING: AUTO-TRANSLATION #####################################################
,t87,When a carving is summoned,召喚雕刻時, WARNING: AUTO-TRANSLATION #####################################################
,t88,When an adjacent consumable is used,使用相鄰消耗品時, WARNING: AUTO-TRANSLATION #####################################################
,t89,On death,死亡時, WARNING: AUTO-TRANSLATION #####################################################
,t90,When an item is used,使用物品時, WARNING: AUTO-TRANSLATION #####################################################
,t91,When a shield is used,使用盾牌時, WARNING: AUTO-TRANSLATION #####################################################
,,,,
effects,e1,Deals /x damage,造成 /x 點傷害,
,e2,Hurts! Deals /x damage to self,真痛！對自身造成 /x 點傷害,
,e3,Deals /x damage to all enemies,對全體敵人造成 /x 點傷害,
,e4,Deals /x vampirism ,造成 /x 點吸血, WARNING: ENGLISH TEXT CHANGED #####################################################
,e5,Deals /x vampirism to all enemies,對全體敵人造成 /x 點吸血,
,e6,Removes /x% of all block on self,移除自身 /x% 的格擋,
,e7,Multiplies current block by /x%,將目前的格擋值乘以 /x%,
,e8,Adds /x block,疊加 /x 點格擋,
,e9,Adds /x block to enemy,對敵人疊加 /x 點格擋,
,e10,Adds /x block to all enemies,對全體敵人疊加 /x 點格擋,
,e11,Removes /x block,移除 /x 點格擋,
,e12,Removes /x block from enemy,從敵人身上移除 /x 點格擋,
,e13,Removes /x block from all enemies,從全體敵人身上移除 /x 點格擋,
,e14,Heals /x HP,治療 /x 點血量,
,e15,Enemy heals /x HP,敵人治療 /x 點血量,
,e16,All enemies heal /x HP,全體敵人治療 /x 點血量,
,e17,Lose /x HP,失去 /x 點血量,
,e18,Enemy loses /x HP,敵人失去 /x 點血量,
,e19,All enemies lose /x HP,全體敵人失去 /x 點血量,
,e20,Adds /x energy,增加 /x 點能量,
,e20d,Removes /x energy,移除 /x 點能量,
,e21,Adds /x Max HP,增加 /x 點血量,
,e21b,Removes /x Max HP,移除 /x 點血量,
,e22,Adds /x Mana to connected Mana network,使接通的法力網絡增加 /x 點法力,
,e22b,Removes /x Mana from connected Mana network,從連接的 Mana 網絡中移除 /x Mana, WARNING: AUTO-TRANSLATION #####################################################
,e23,Adds Luck,增加幸運,
,e24,Adds Great Luck,大幅增加幸運,
,e25,Multiplies all status effects on self by /x%,將自身的所有狀態效果乘以 /x%,
,e26,Multiplies all status effects on enemy by /x%,將敵人的所有狀態效果乘以 /x%,
,e27,Multiplies all status effects on all enemies by /x%,將全體敵人的所有狀態效果乘以 /x%,
,e28,Removes /x% of all status effects on self,移除自身 /x% 的所有狀態效果,
,e29,Removes /x% of all status effects on enemy,移除敵人 /x% 的所有狀態效果,
,e29b,Removes /x from all status effects on enemy,移除敵人 /x 層的所有狀態效果,
,e29c,Removes /x from all status effects on all enemies,移除全體敵人 /x 層的所有狀態效果,
,e29e,Removes /x from all status effects on everyone,從對所有人的所有狀態效果中移除 /x, WARNING: AUTO-TRANSLATION #####################################################
,e30,Removes /x% of all status effects on all enemies,移除全體敵人 /x% 的所有狀態效果,
,e31,Adds /x poison to self,對自身疊加 /x 層中毒,
,e32,Adds /x regen to self,對自身疊加 /x 層再生,
,e33,Adds /x spikes to self,對自身疊加 /x 層尖刺,
,e34,Adds /x haste to self,對自身疊加 /x 層迅速,
,e35,Adds /x slow to self,對自身疊加 /x 層緩慢,
,e36,Adds /x rage to self,對自身疊加 /x 層狂暴,
,e37,Adds /x weak to self,對自身疊加 /x 層虛弱,
,e38,Adds /x dodge to self,對自身疊加 /x 層閃避,
,e39,Adds /x poison to enemy,對敵人施加 /x 層中毒,
,e40,Adds /x regen to enemy,對敵人施加 /x 層再生,
,e41,Adds /x spikes to enemy,對敵人施加 /x 層尖刺,
,e42,Adds /x haste to enemy,對敵人施加 /x 層迅速,
,e43,Adds /x slow to enemy,對敵人施加 /x 層緩慢,
,e44,Adds /x rage to enemy,對敵人施加 /x 層狂暴,
,e45,Adds /x weak to enemy,對敵人施加 /x 層虛弱,
,e46,Adds /x dodge to enemy,對敵人施加 /x 層閃避,
,e46b,Adds /x burn to enemy,對敵人施加 /x 層燃燒,
,e47,Adds /x poison to all enemies,對全體敵人施加 /x 層中毒,
,e48,Adds /x regen to all enemies,對全體敵人施加 /x 層再生,
,e49,Adds /x spikes to all enemies,對全體敵人施加 /x 層尖刺,
,e50,Adds /x haste to all enemies,對全體敵人施加 /x 層迅速,
,e51,Adds /x slow to all enemies,對全體敵人施加 /x 層緩慢,
,e52,Adds /x rage to all enemies,對全體敵人施加 /x 層狂暴,
,e53,Adds /x weak to all enemies,對全體敵人施加 /x 層虛弱,
,e54,Adds /x dodge to all enemies,對全體敵人施加 /x 層閃避,
,e54b,Adds /x burn to all enemies,對全體敵人施加 /x 層燃燒,
,e55,Removes /x poison from self,從自身移除 /x 層中毒,
,e56,Removes /x regen from self,從自身移除 /x 層再生,
,e57,Removes /x spikes from self,從自身移除 /x 層尖刺,
,e58,Removes /x haste from self,從自身移除 /x 層迅速,
,e59,Removes /x slow from self,從自身移除 /x 層緩慢,
,e60,Removes /x rage from self,從自身移除 /x 層狂暴,
,e61,Removes /x weak from self,從自身移除 /x 層虛弱,
,e62,Removes /x dodge from self,從自身移除 /x 層閃避,
,e63,Removes /x poison from enemy,從敵人身上移除 /x 層中毒,
,e64,Removes /x regen from enemy,從敵人身上移除 /x 層再生,
,e65,Removes /x spikes from enemy,從敵人身上移除 /x 層尖刺,
,e66,Removes /x haste from enemy,從敵人身上移除 /x 層迅速,
,e67,Removes /x slow from enemy,從敵人身上移除 /x 層緩慢,
,e68,Removes /x rage from enemy,從敵人身上移除 /x 層狂暴,
,e69,Removes /x weak from enemy,從敵人身上移除 /x 層虛弱,
,e70,Removes /x dodge from enemy,從敵人身上移除 /x 層閃避,
,e71,Removes /x poison from all enemies,從全體敵人身上移除 /x 層中毒,
,e72,Removes /x regen from all enemies,從全體敵人身上移除 /x 層再生,
,e73,Removes /x spikes from all enemies,從全體敵人身上移除 /x 層尖刺,
,e74,Removes /x haste from all enemies,從全體敵人身上移除 /x 層迅速,
,e75,Removes /x slow from all enemies,從全體敵人身上移除 /x 層緩慢,
,e76,Removes /x rage from all enemies,從全體敵人身上移除 /x 層狂暴,
,e77,Removes /x weak from all enemies,從全體敵人身上移除 /x 層虛弱,
,e78,Removes /x dodge from all enemies,從全體敵人身上移除 /x 層閃避,
,e79,Multiplies poison on self by /x%,將自身的中毒疊層乘以 /x%,
,e80,Multiplies regen on self by /x%,將自身的再生疊層乘以 /x%,
,e81,Multiplies spikes on self by /x%,將自身的尖刺疊層乘以 /x%,
,e82,Multiplies haste to self by /x%,將自身的迅速疊層乘以 /x%,
,e83,Multiplies slow to self by /x%,將自身的緩慢疊層乘以 /x%,
,e84,Multiplies rage to self by /x%,將自身的狂暴疊層乘以 /x%,
,e85,Multiplies weak to self by /x%,將自身的虛弱疊層乘以 /x%,
,e86,Multiplies dodge to self by /x%,將自身的閃避疊層乘以 /x%,
,e87,Multiplies poison to enemy by /x%,將敵人的中毒疊層乘以 /x%,
,e88,Multiplies regen to enemy by /x%,將敵人的再生疊層乘以 /x%,
,e89,Multiplies spikes to enemy by /x%,將敵人的尖刺疊層乘以 /x%,
,e90,Multiplies haste to enemy by /x%,將敵人的迅速疊層乘以 /x%,
,e91,Multiplies slow to enemy by /x%,將敵人的緩慢疊層乘以 /x%,
,e92,Multiplies rage to enemy by /x%,將敵人的狂暴疊層乘以 /x%,
,e93,Multiplies weak to enemy by /x%,將敵人的虛弱疊層乘以 /x%,
,e94,Multiplies dodge to enemy by /x%,將敵人的閃避疊層乘以 /x%,
,e95,Multiplies poison to all enemeies by /x%,將全體敵人的中毒疊層乘以 /x%,
,e96,Multiplies regen to all enemies by /x%,將全體敵人的再生疊層乘以 /x%,
,e97,Multiplies spikes to all enemies by /x%,將全體敵人的尖刺疊層乘以 /x%,
,e98,Multiplies haste to all enemies by /x%,將全體敵人的迅速疊層乘以 /x%,
,e99,Multiplies slow to all enemies by /x%,將全體敵人的緩慢疊層乘以 /x%,
,e100,Multiplies rage to all enemies by /x%,將全體敵人的狂暴疊層乘以 /x%,
,e101,Multiplies weak to all enemies by /x%,將全體敵人的虛弱疊層乘以 /x%,
,e102,Multiplies dodge to all enemies by /x%,將全體敵人的閃避疊層乘以 /x%,
,e103,Removes /x% poison from self,從自身移除 /x% 中毒疊層,
,e104,Removes /x% regen from self,從自身移除 /x% 再生疊層,
,e105,Removes /x% spikes from self,從自身移除 /x% 尖刺疊層,
,e106,Removes /x% haste from self,從自身移除 /x% 迅速疊層,
,e107,Removes /x% slow from self,從自身移除 /x% 緩慢疊層,
,e108,Removes /x% rage from self,從自身移除 /x% 狂暴疊層,
,e109,Removes /x% weak from self,從自身移除 /x% 虛弱疊層,
,e110,Removes /x% dodge from self,從自身移除 /x% 閃避疊層,
,e111,Removes /x% poison from enemy,從敵人身上移除 /x% 中毒疊層,
,e112,Removes /x% regen from enemy,從敵人身上移除 /x% 再生疊層,
,e113,Removes /x% spikes from enemy,從敵人身上移除 /x% 尖刺疊層,
,e114,Removes /x% haste from enemy,從敵人身上移除 /x% 迅速疊層,
,e115,Removes /x% slow from enemy,從敵人身上移除 /x% 緩慢疊層,
,e116,Removes /x% rage from enemy,從敵人身上移除 /x% 狂暴疊層,
,e117,Removes /x% weak from enemy,從敵人身上移除 /x% 虛弱疊層,
,e118,Removes /x% dodge from enemy,從敵人身上移除 /x% 閃避疊層,
,e119,Removes /x% poison from all enemies,從全體敵人身上移除 /x% 中毒疊層,
,e120,Removes /x% regen from all enemies,從全體敵人身上移除 /x% 再生疊層,
,e121,Removes /x% spikes from all enemies,從全體敵人身上移除 /x% 尖刺疊層,
,e122,Removes /x% haste from all enemies,從全體敵人身上移除 /x% 迅速疊層,
,e123,Removes /x% slow from all enemies,從全體敵人身上移除 /x% 緩慢疊層,
,e124,Removes /x% rage from all enemies,從全體敵人身上移除 /x% 狂暴疊層,
,e125,Removes /x% weak from all enemies,從全體敵人身上移除 /x% 虛弱疊層,
,e126,Removes /x% dodge from all enemies,從全體敵人身上移除 /x% 閃避疊層,
,e127,Adds /x damage to Scratch,爪擊增加 /x 點傷害,
,e128,Draw /x carvings,抽取 /x 個雕飾,
,e129,Adds /x tough hide to enemy,給敵人添加 /x 粗糙隱藏, WARNING: AUTO-TRANSLATION ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,,,,
create effects,ceg,Creates /x gold,生成 /x 枚金幣,
,cec,Creates a curse,生成一個詛咒,
,ce1,Creates an Ethereal Arrow in this column,在此縱行生成一支以太箭,
,ce2,Creates an Ethereal Shiv in this row,在此橫列生成一把以太短匕,
,ce3,Creates Ethereal Energy in this column,在此縱行生成以太能量,
,ce4,Creates a fish in an adjacent space,在鄰接的格子生成一條魚,
,ce5,Creates any item,生成隨機物品,
,ce6,Creates /x gold,生成 /x 枚金幣,
,ce7,Creates a drink in this row,在此橫列生成一杯飲品,
,ce8,Creates a potion in this row,在此橫列生成一瓶藥水,
,ce9,Creates an herb in this row,在此橫列生成一株藥草,
,ce10,Creates a gem,生成一顆寶石,
,ce11,Another Slime Sword will be created at the end of combat,將在戰鬥結束後生成另一把史萊姆劍,
,ce12,Creates something really good… or a horrible curse,生成一個好東西……或者一個可怕的詛咒,
,ce13,Replaced by an Ethereal Blade,被替換成以太之刃,
,ce14,Replaced by Blade Summoner,被替換成鋒刃召喚者,
,ce15,Replaced with an Empty Cup,被替換成空杯子,
,ce16,Replaced by Illusory Blade,被替換成幻影之刃,
,ce17,Replaced by Illusory Duct Tape,被替換成幻影膠帶,
,ce18,Creates a brick in this row,在此橫列生成一個磚塊,
,ce19,Creates a Rocket in this column,在此縱行生成一個火箭,
Movement effects,me1,turns clockwise,順時針旋轉,
,me2,turns around,反轉方向,
,me3,turns counter-clockwise,逆時針旋轉,
,me4,moves forward until stopped,前移直到被擋住,
,me5,moves forward one space,前移一個格子,
,me6,moves up one space,上移一個格子,
Add Modifiers,,,,
,amApplied,From /x,來自 /x,
,am1,All weapons get this effect applied,所有的武器都會套用此效果,
,am2,All shields get this effect applied,所有的盾牌都會套用此效果,
,am3,All wands get this effect applied,所有的魔杖都會套用此效果,
,am4,All bows get this effect applied,所有的弓弩都會套用此效果,
,am5,All arrows get this effect applied,所有的箭矢都會套用此效果,
,am6,The item between the wings gets this effect applied,翅膀之間的物品會套用此效果,
,am7,Weapons in this column get this effect applied this combat,此縱行的武器在本場戰鬥中都會套用此效果,
,am8,Adjacent weapons get this effect applied,鄰接的武器獲得 /x 燃燒施加,
,am9,All armor gets this effect applied,所有盔甲都應用此效果, WARNING: AUTO-TRANSLATION #####################################################
,am10,All manastones get this effect applied,所有魔法石都應用此效果, WARNING: AUTO-TRANSLATION #####################################################
item status effects,is1,This item is disabled,此物品已失效,
,is2,This item is a projectile,此物品是投射物,
,is2b,Projectile,彈丸, WARNING: AUTO-TRANSLATION #####################################################
,is2bd,Projectile attacks do not cause damage from spikes,射彈攻擊不會造成尖刺傷害, WARNING: AUTO-TRANSLATION #####################################################
,is3,This item is anchored,此物品已被固定,
,is3b,Anchored,錨定, WARNING: AUTO-TRANSLATION #####################################################
,is3bd,Anchored items cannot be moved,錨定項目不能移動, WARNING: AUTO-TRANSLATION #####################################################
,is4,This item is enflamed,此物品已被點燃,
,is5,Conductive,可傳導法力,
,is5d,Magic items get mana from manastones that are adjacent or connected through conductive items,魔法物品從相鄰或通過導電物品連接的魔法石獲得法力, WARNING: AUTO-TRANSLATION #####################################################
,is6,This item is heavy,此物品會沉底,
,is6b,heavy,重的, WARNING: AUTO-TRANSLATION #####################################################
,is6bd,Heavy items move to the bottom of your Backpack,重物移至背包底部, WARNING: AUTO-TRANSLATION #####################################################
,is7,This item floats,此物品會浮上,
,is7b,floats,花車, WARNING: AUTO-TRANSLATION #####################################################
,is7bd,Floating items move to the top of your Backpack,浮動物品移動到背包的頂部, WARNING: AUTO-TRANSLATION #####################################################
,is8,Can be played over other items,可以在其它物品上打出,
,is9,All effects applied to this are passed to adjacent items,此物品套用的所有效果都會傳遞給鄰接的物品,
,is10,This item can be used directly,此物品可被直接使用,
,is11,Piercing,沖孔, WARNING: AUTO-TRANSLATION #####################################################
,is11d,Piercing attacks go through armor,穿刺攻擊穿過盔甲, WARNING: AUTO-TRANSLATION #####################################################
,efm,Multiplier Total,倍率總合,
effect,base,Base,基礎,
,twice,twice,兩次, WARNING: AUTO-TRANSLATION #####################################################
,m1,This item gets permanent /x damage,此物品永久獲得 /x 傷害調整,
modifiers,m2,This item is destroyed,摧毀此物品,
,m3,Adjacent curses are destroyed,摧毀鄰接的詛咒,
,m4,This item gets /x damage to enemy,此物品獲得 /x 對敵人的傷害調整,
,m5,This item gets /x damage to self,此物品獲得 /x 對自身的傷害調整,
,m6,This item gets /x damage,此物品獲得 /x 傷害調整,
,m7,This item gets /x% bonus damage,此物品獲得 /x% 傷害倍率,
,m8,This item gets /x block,此物品獲得 /x 格擋調整,
,m9,This item gets /x block this combat,此物品在本場戰鬥中獲得 /x 格擋調整,
,m10,This item gets /x energy,此物品獲得 /x 能量調整,
,m11,Adjacent armor gets /x block,鄰接的護甲獲得 /x 格擋調整,
,m12,Adjacent weapons get /x damage,鄰接的武器獲得 /x 傷害調整,
,m13,Weapons in this row get /x damage,此橫列的武器獲得 /x 傷害調整,
,m14,Cleavers below get /x% bonus damage,下方的廚刀獲得 /x% 傷害倍率,
,m15,Fires the first arrow in each [row to the right],發射[每個右方橫列中]最近的箭矢,
,m16,Fires the first arrow in each [column below],發射[每個下方縱行中]最近的箭矢,
,m17,Fires the first arrow in each [row to the left],發射[每個左方橫列中]最近的箭矢,
,m18,Fires the first arrow in each [column above],發射[每個上方縱行中]最近的箭矢,
,m19,Fires all arrows in each [row to the right],發射[每個右方橫列中]所有的箭矢,
,m20,Fires all arrows in each [column below],發射[每個下方縱行中]所有的箭矢,
,m21,Fires all arrows in each [row to the left],發射[每個左方橫列中]所有的箭矢,
,m22,Fires all arrows in each [column above],發射[每個上方縱行中]所有的箭矢,
,m23,Adjacent and diagonal structures become conductive,將鄰接和對角的建材變成可傳導法力,
,m24,This item is refreshed and can be used again this combat,刷新此物品，使它能夠在本場戰鬥中繼續使用,
,m25,Items in this row are refreshed and can be used again this turn,刷新此橫列的物品，使它們能夠在本回合中繼續使用,
,m26,selected adjacent Weapons get /x% bonus damage this combat,被選擇的鄰接武器在本場戰鬥中獲得 /x% 傷害倍率,
,m27,All weapons get /x% bonus damage,所有的武器獲得 /x% 傷害倍率,
,m28,The first arrow in each [row to the right] gets /x% bonus damage,[每個右方橫列中]最近的箭矢獲得 /x% 傷害倍率,
,m29,The first arrow in each [column below] gets /x% bonus damage,[每個下方縱行中]最近的箭矢獲得 /x% 傷害倍率,
,m30,The first arrow in each [row to the left] gets /x% bonus damage,[每個左方橫列中]最近的箭矢獲得 /x% 傷害倍率,
,m31,The first arrow in each [column above] gets /x% bonus damage,[每個上方縱行中]最近的箭矢獲得 /x% 傷害倍率,
,m32,This item is disabled,此物品將失效,
,m33,All consumables get /x% bonus healing,所有的消耗品獲得 /x% 治療倍率,
,m34,All weapons get /x damage,所有的武器獲得 /x 傷害調整,
,m35,All adjacent weapons are used,使用所有鄰接的武器,
,m36,All adjacent cleavers are used,使用所有鄰接的廚刀,
,m37,The [above] cleaver is used,使用[上方]的廚刀,
,m38,The [right] cleaver is used,使用[右方]的廚刀,
,m39,The cleaver [below] is used,使用[下方]的廚刀,
,m40,The [left] cleaver is used,使用[左方]的廚刀,
,m41,All connected weapons get /x% bonus damage,所有接通的武器獲得 /x% 傷害倍率,
,m42,All consumables get /x rage,所有的消耗品獲得 /x 狂暴疊加,
,m43,Adjacent weapons get /x damage this combat,鄰接的武器在本場戰鬥中獲得 /x 傷害調整,
,m44,Adjacent weapons get /x damage this turn,鄰接的武器在本回合中獲得 /x 傷害調整,
,m45,Adjacent and diagonal weapons get /x damage,鄰接和對角的武器獲得 /x 傷害調整,
,m46,This gets /x damage this turn,此物品在本回合中獲得 /x 傷害調整,
,m47,This gets /x damage this combat,此物品在本場戰鬥中獲得 /x 傷害調整,
,m48,This item is disabled for /y turns,此物品將失效 /y 個回合,
,m49,This item is anchored for /y combats,此物品將被固定 /y 場戰鬥,
,m50,Adjacent and diagonal armor gets /x block,鄰接和對角的護甲獲得 /x 格擋調整,
,m50b,Adjacent and diagonal shields and armor get /x block,鄰接和對角的盾牌和護甲獲得 /x 格擋調整,
,m51,This item is disabled for the rest of this combat,此物品在接下來的戰鬥中失效,
,m52,This item is disabled for /y combats,此物品將失效 /y 場戰鬥,
,m53,Adjacent helmets get /x block,鄰接的頭盔獲得 /x 格擋調整,
,m54,Adjacent footwear gets /x block,鄰接的鞋類獲得 /x 格擋調整,
,m55,This item is used,使用此物品,
,m56,Arrows to the [right] get /x% bonus damage,[右方]的箭矢獲得 /x% 傷害倍率,
,m57,Arrows to the [left] get /x% bonus damage,[左方]的箭矢獲得 /x% 傷害倍率,
,m58,Arrows [below] get /x% bonus damage,[下方]的箭矢獲得 /x% 傷害倍率,
,m59,Arrows [above] get /x% bonus damage,[上方]的箭矢獲得 /x% 傷害倍率,
,m60,Connected weapons get /x damage,接通的武器獲得 /x 傷害調整,
,m61,Adjacent and diagonal shields get /x block,鄰接和對角的盾牌獲得 /x 格擋調整,
,m62,The first arrow in each [row to the right] gets /x damage,[每個右方橫列中]最近的箭矢獲得 /x 傷害調整,
,m63,The first arrow in each [row to the left] gets /x damage,[每個左方橫列中]最近的箭矢獲得 /x 傷害調整,
,m64,The first arrow in each [column below] gets /x damage,[每個下方縱行中]最近的箭矢獲得 /x 傷害調整,
,m65,The first arrow in each [column above] gets /x damage,[每個上方縱行中]最近的箭矢獲得 /x 傷害調整,
,m66,Armor to the left gets /x block,左方的護甲獲得 /x 格擋調整,
,m67,Weapons in this column get /x damage,此縱行的武器獲得 /x 傷害調整,
,m68,Adjacent and diagonal weapons get /x poison to self,鄰接和對角的武器獲得 /x 自身中毒疊加,
,m69,Weapons in this row or column get /x damage,此橫列或縱行的武器獲得 /x 傷害調整,
,m69c,Weapons in this row or column get /x damage this combat,此橫列或縱行的武器在本場戰鬥中獲得 /x 傷害調整,
,m70,Adjacent and diagonal weapons get /x damage this combat,鄰接和對角的武器在本場戰鬥中獲得 /x 傷害調整,
,m71,This gets /x spikes to self this turn,此物品在本回合中獲得 /x 自身尖刺疊加,
,m72,All shields get /x spikes to self,所有的盾牌獲得 /x 自身尖刺疊加,
,m73,All diagonal cleavers are used,使用所有對角的武器,
,m74,Adjacent and diagonal cleavers get /x damage,鄰接和對角的廚刀獲得 /x 傷害調整,
,m75,The cleaver [above] gets used,使用[上方]的廚刀,
,m76,The cleaver [to the right] gets used,使用[右方]的廚刀,
,m77,The cleaver [below] gets used,使用[下方]的廚刀,
,m78,The cleaver [to the left] gets used,使用[左方]的廚刀,
,m79,Adjacent shields get used,使用鄰接的盾牌,
,m80,Adjacent weapons get /x healing,鄰接的武器獲得 /x 治療,
,m81,Weapons in this column get /x% bonus damage,此縱行的武器獲得 /x% 傷害倍率,
,m82,Weapons in this row get /x weak this combat,此橫列的武器在本場戰鬥中獲得 /x 虛弱施加,
,m83,Select an adjacent weapon to permanently get /x% bonus damage,選擇一把鄰接的武器，使它永久獲得 /x% 傷害倍率,
,m84,Adjacent and diagonal weapons get /x damage,鄰接和對角的武器獲得 /x 傷害調整,
,m85c,Adjacent weapons get /x% bonus damage this combat,鄰接的武器在本場戰鬥中獲得 /x% 傷害倍率,
,m85,Adjacent weapons get /x% bonus damage,鄰接的武器獲得 /x% 傷害倍率,
,m86,Adjacent weapon [below] gets /x damage,[下方]的鄰接武器獲得 /x 傷害調整,
,m87,Adjacent weapon [to the left] gets /x damage,[左方]的鄰接武器獲得 /x 傷害調整,
,m88,Adjacent weapon [above] gets /x damage,[上方]的鄰接武器獲得 /x 傷害調整,
,m89,Adjacent weapon [to the right] gets /x damage,[右方]的鄰接武器獲得 /x 傷害調整,
,m90,Weapons in this row get /x poison this combat,此橫列的武器在本場戰鬥中獲得 /x 中毒施加,
,m91,Adjacent and diagonal consumables are destroyed,摧毀鄰接和對角的消耗品,
,m92,Adjacent weapons get /x poison,鄰接的武器獲得 /x 中毒施加,
,m93,Weapons two spaces away get /x damage,距離兩格處的武器獲得 /x 傷害調整,
,m94,All weapons remove /x from all status effects from all enemies,所有的武器從全體敵人身上移除 /x 層的所有狀態效果,
,m95,scratch deals /x Damage,/x 爪擊造成的傷害,
,m96,Helmets to the right are disabled,使右方的頭盔失效,
,m97,Shields get /x spikes to self,盾牌獲得 /x 自身尖刺疊加,
,m98,Footwears to the right are disabled,使右方的鞋類失效,
,m99,structures beneath this get /x block,低於此物品的建材獲得 /x 格擋調整,
,m100,This gets /x to poison,此物品獲得 /x 中毒,
,m101,Adjacent shields get /x spikes to self,鄰接的盾牌獲得 /x 自身尖刺疊加,
,m102,Adjacent and diagonal consumables get /x healing,鄰接和對角的消耗品獲得 /x 治療,
,m103,Weapons in this column get /x% bonus damage this turn,此縱行的武器在本回合中獲得 /x% 傷害倍率,
,m103b,Weapons in this column get /x% bonus damage this combat,此列中的武器在本次戰鬥中獲得 /x% 額外傷害, WARNING: AUTO-TRANSLATION #####################################################
,m104,Wands in this column get /x damage,此縱行的魔杖獲得 /x 傷害調整,
,m105,Permanently increase cost by /y mana,此物品永久增加 /y 點法力消耗,
,m106,/x to the energy cost for this combat,此物品在本場戰鬥中增加 /y 點能量消耗, WARNING: ENGLISH TEXT CHANGED ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,m107,Decreases the cost of all held carvings to 0 energy,將所有轉輪上的雕飾降為 0 點能量消耗,
,m108,Remove all held carvings and draw 3,丟棄所有轉輪上的雕飾並重新抽取 3 個,
,m109,Banishes a carving from hand,排除一個未抽取的雕飾,
,m110,Weapons behind get /x% bonus damage,被此雕飾疊放的武器獲得 /x% 傷害倍率,
,m111,Weapons behind this are used,使用被此雕飾疊放的武器, WARNING: ENGLISH TEXT CHANGED #####################################################
,m112,Weapons behind this are destroyed,摧毀被此雕飾疊放的武器, WARNING: ENGLISH TEXT CHANGED #####################################################
,m113,This carving is banished,排除此雕飾,
,m114,Shields two spaces away get /x block this combat,距離兩格處的盾牌在本場戰鬥中獲得 /x 格擋調整,
,m115,The item this is played on is destroyed,摧毀被此雕飾疊放的物品,
,m116,Adds /x energy for each space the destroyed item occupied,被摧毀的物品每佔用一個格子就增加 /x 點能量,
,m117,Adjacent shields get /x block this combat,鄰接的盾牌在本場戰鬥中獲得 /x 格擋調整,
,m118,This item gets /x to mana,此物品獲得 /x 法力調整,
,m119,Adjacent consumables are destroyed,摧毀鄰接的消耗品,
,m120,Bows behind are used,使用被此雕飾疊放的弓弩,
,m121,Armor in this row gets /x spikes this combat,此橫列的盾牌在本場戰鬥中獲得 /x 尖刺疊加,
,m122,Items behind are used,使用被此雕飾疊放的物品,
,m123,Adds /x damage for each carving played this combat,每打出一個雕飾，在本場戰鬥中就增加 /x 點傷害,
,m124,Adds /x block for each carving played this combat,每打出一個雕飾，在本場戰鬥中就增加 /x 點格擋,
,m125,Arrows behind get /x% bonus damage this turn,被此雕飾疊放的箭矢在本回合中獲得 /x% 傷害倍率,
,m126,Adjacent fish are destroyed,摧毀鄰接的魚類,
,m127,For each manastone above this,依照上方的法力石數量來,
,m128,Adds /x gold for each space the destroyed item occupied,被摧毀的物品每佔用一個格子就增加 /x 枚金幣,
,m129,This item gets /x to all status effects,此物品獲得 /x 所有狀態效果,
,m130,All connected weapons get /x% bonus damage this turn,所有接通的武器在本回合中獲得 /x% 傷害倍率,
,m131,The weapon behind gets /x damage this turn,被此雕飾疊放的武器在本回合中獲得 /x 傷害調整,
,m132,The item [to the left] is destroyed,摧毀[左方]的物品,
,m133,The item [above] is destroyed,摧毀[上方]的物品,
