Category,Key,English,Simplified Chinese,Notes
,e76,Removes /x rage from all enemies,移除所有敌人 /x 层狂怒,
,e77,Removes /x weak from all enemies,移除所有敌人 /x 层虚弱,
,e78,Removes /x dodge from all enemies,移除所有敌人 /x 层闪避,
,e79,Multiplies poison on self by /x%,将自身中毒层数乘以 /x%,
,e80,Multiplies regen on self by /x%,将自身再生层数乘以 /x%,
,e81,Multiplies spikes on self by /x%,将自身尖刺层数乘以 /x%,
,e82,Multiplies haste to self by /x%,将自身疾速层数乘以 /x%,
,e83,Multiplies slow to self by /x%,将自身缓速层数乘以 /x%,
,e84,Multiplies rage to self by /x%,将自身狂怒层数乘以 /x%,
,e85,Multiplies weak to self by /x%,将自身虚弱层数乘以 /x%,
,e86,Multiplies dodge to self by /x%,将自身闪避层数乘以 /x%,
,e87,Multiplies poison to enemy by /x%,将敌人中毒层数乘以 /x%,
,e88,Multiplies regen to enemy by /x%,将敌人再生层数乘以 /x%,
,e89,Multiplies spikes to enemy by /x%,将敌人尖刺层数乘以 /x%,
,e90,Multiplies haste to enemy by /x%,将敌人疾速层数乘以 /x%,
,e91,Multiplies slow to enemy by /x%,将敌人缓速层数乘以 /x%,
,e92,Multiplies rage to enemy by /x%,将敌人狂怒层数乘以 /x%,
,e93,Multiplies weak to enemy by /x%,将敌人虚弱层数乘以 /x%,
,e94,Multiplies dodge to enemy by /x%,将敌人闪避层数乘以 /x%,
,e95,Multiplies poison to all enemeies by /x%,将所有敌人中毒层数乘以 /x%,
,e96,Multiplies regen to all enemies by /x%,将所有敌人再生层数乘以 /x%,
,e97,Multiplies spikes to all enemies by /x%,将所有敌人尖刺层数乘以 /x%,
,e98,Multiplies haste to all enemies by /x%,将所有敌人疾速层数乘以 /x%,
,e99,Multiplies slow to all enemies by /x%,将所有敌人缓速层数乘以 /x%,
,e100,Multiplies rage to all enemies by /x%,将所有敌人狂怒层数乘以 /x%,
,e101,Multiplies weak to all enemies by /x%,将所有敌人虚弱层数乘以 /x%,
,e102,Multiplies dodge to all enemies by /x%,将所有敌人闪避层数乘以 /x%,
,e103,Removes /x% poison from self,移除自身 /x% 中毒层数,
,e104,Removes /x% regen from self,移除自身 /x% 再生层数,
,e105,Removes /x% spikes from self,移除自身 /x% 尖刺层数,
,e106,Removes /x% haste from self,移除自身 /x% 疾速层数,
,e107,Removes /x% slow from self,移除自身 /x% 缓速层数,
,e108,Removes /x% rage from self,移除自身 /x% 狂怒层数,
,e109,Removes /x% weak from self,移除自身 /x% 虚弱层数,
,e110,Removes /x% dodge from self,移除自身 /x% 闪避层数,
,e111,Removes /x% poison from enemy,移除敌人 /x% 中毒层数,
,e112,Removes /x% regen from enemy,移除敌人 /x% 再生层数,
,e113,Removes /x% spikes from enemy,移除敌人 /x% 尖刺层数,
,e114,Removes /x% haste from enemy,移除敌人 /x% 疾速层数,
,e115,Removes /x% slow from enemy,移除敌人 /x% 缓速层数,
,e116,Removes /x% rage from enemy,移除敌人 /x% 狂怒层数,
,e117,Removes /x% weak from enemy,移除敌人 /x% 虚弱层数,
,e118,Removes /x% dodge from enemy,移除敌人 /x% 闪避层数,
,e119,Removes /x% poison from all enemies,移除所有敌人 /x% 中毒层数,
,e120,Removes /x% regen from all enemies,移除所有敌人 /x% 再生层数,
,e121,Removes /x% spikes from all enemies,移除所有敌人 /x% 尖刺层数,
,e122,Removes /x% haste from all enemies,移除所有敌人 /x% 疾速层数,
,e123,Removes /x% slow from all enemies,移除所有敌人 /x% 缓速层数,
,e124,Removes /x% rage from all enemies,移除所有敌人 /x% 狂怒层数,
,e125,Removes /x% weak from all enemies,移除所有敌人 /x% 虚弱层数,
,e126,Removes /x% dodge from all enemies,移除所有敌人 /x% 闪避层数,
,e127,Adds /x damage to Scratch,爪击增加 /x 点伤害,
,e128,Draw /x carvings,抽取 /x 件雕饰,
,e129,Adds /x tough hide to enemy,对敌人施加 /x 层韧肤, WARNING: ENGLISH TEXT CHANGED #####################################################
,,,,
create effects,ceg,Creates /x gold,生成 /x 枚金币,
,cec,Creates a curse,生成一个诅咒,
,ce1,Creates an Ethereal Arrow in this column,在此列生成一支空灵之箭,
,ce2,Creates an Ethereal Shiv in this row,在此行生成一柄空灵匕首,
,ce3,Creates Ethereal Energy in this column,在此列生成空灵之力,
,ce4,Creates a fish in an adjacent space,在相邻的空格子中生成一条鱼,
,ce5,Creates any item,生成任意物品,
,ce6,Creates /x gold,生成 /x 枚金币,
,ce7,Creates a drink in this row,在此行生成一瓶饮品,
,ce8,Creates a potion in this row,在此行生成一瓶药水,
,ce9,Creates an herb in this row,在此行生成一株草药,
,ce10,Creates a gem,生成一颗宝石,
,ce11,Another Slime Sword will be created at the end of combat,战斗结束时，生成另一把软泥之剑,
,ce12,Creates something really good… or a horrible curse,生成一件好东西……或者一个可怕的诅咒,
,ce13,Replaced by an Ethereal Blade,替换为空灵之刃,
,ce14,Replaced by Blade Summoner,替换为剑之唤使,
,ce15,Replaced with an Empty Cup,替换为空杯子,
,ce16,Replaced by Illusory Blade,替换为幻影之刃,
,ce17,Replaced by Illusory Duct Tape,替换为幻影胶带,
,ce18,Creates a brick in this row,在此行生成一块砖块,
,ce19,Creates a Rocket in this column,在此列生成一枚火箭,
Movement effects,me1,turns clockwise,顺时针旋转,
,me2,turns around,反转方向,
,me3,turns counter-clockwise,逆时针旋转,
,me4,moves forward until stopped,向前移动直到被挡住,
,me5,moves forward one space,向前移动一个格子,
,me6,moves up one space,向上移动一个格子,
Add Modifiers,,,,
,amApplied,From /x,来自 /x,
,am1,All weapons get this effect applied,所有武器都会附加此效果,
,am2,All shields get this effect applied,所有盾牌都会附加此效果,
,am3,All wands get this effect applied,所有魔杖都会附加此效果,
,am4,All bows get this effect applied,所有弓弩都会附加此效果,
,am5,All arrows get this effect applied,所有箭矢都会附加此效果,
,am6,The item between the wings gets this effect applied,双翼之间的物品都会附加此效果,
,am7,Weapons in this column get this effect applied this combat,此列所有武器都会在本场战斗中附加此效果,
,am8,Adjacent weapons get this effect applied,与它相邻的武器都会附加此效果,
,am9,All armor gets this effect applied,所有护甲都会附加此效果,
,am10,All manastones get this effect applied,所有魔石都会附加此效果,
item status effects,is1,This item is disabled,此物品已失效,
,is2,This item is a projectile,此物品为投射物,
,is2b,Projectile,投射物,
,is2bd,Projectile attacks do not cause damage from spikes,使用投射物攻击不会受到来自尖刺的伤害,
,is3,This item is anchored,此物品已被固定,
,is3b,Anchored,已被固定,
,is3bd,Anchored items cannot be moved,已被固定的物品无法被移动,
,is4,This item is enflamed,此物品已被点燃,
,is5,Conductive,可传导法力,
,is5d,Magic items get mana from manastones that are adjacent or connected through conductive items,魔法物品可从相邻或经由法力传导物品接通的魔石获得法力,
,is6,This item is heavy,此物品会沉底,
,is6b,heavy,沉底,
,is6bd,Heavy items move to the bottom of your Backpack,沉底物品会移动到你的背包底部,
,is7,This item floats,此物品会上浮,
,is7b,floats,上浮,
,is7bd,Floating items move to the top of your Backpack,上浮物品会移动到你的背包顶部,
,is8,Can be played over other items,可在其它物品之上打出,
,is9,All effects applied to this are passed to adjacent items,附加在此物品上的效果都将传递至与它相邻的物品上,
,is10,This item can be used directly,此物品可被直接使用,
,is11,Piercing,贯穿,
,is11d,Piercing attacks go through armor,贯穿攻击会无视格挡,
,efm,Multiplier Total,总计加成,
effect,base,Base,基础,
,twice,twice,两次,
,m1,This item gets permanent /x damage,此物品伤害永久 /x,
modifiers,m2,This item is destroyed,摧毁此物品,
,m3,Adjacent curses are destroyed,摧毁与它相邻的诅咒,
,m4,This item gets /x damage to enemy,此物品对敌人的伤害 /x,
,m5,This item gets /x damage to self,此物品对自身的伤害 /x,
,m6,This item gets /x damage,此物品伤害 /x,
,m7,This item gets /x% bonus damage,此物品伤害 /x%,
,m8,This item gets /x block,此物品格挡值 /x,
,m9,This item gets /x block this combat,此物品在本场战斗中格挡值 /x,
,m10,This item gets /x energy,此物品能量 /x,
,m11,Adjacent armor gets /x block,与它相邻的护甲格挡值 /x,
,m12,Adjacent weapons get /x damage,与它相邻的武器伤害 /x,
,m13,Weapons in this row get /x damage,此行所有武器伤害 /x,
,m14,Cleavers below get /x% bonus damage,[下方] 的厨刀伤害 /x%,
,m15,Fires the first arrow in each [row to the right],射出 [右侧每行] 的第一只箭矢,
,m16,Fires the first arrow in each [column below],射出 [下方每列] 的第一只箭矢,
,m17,Fires the first arrow in each [row to the left],射出 [左侧每行] 的第一只箭矢,
,m18,Fires the first arrow in each [column above],射出 [上方每列] 的第一只箭矢,
,m19,Fires all arrows in each [row to the right],射出 [右侧每行] 的所有箭矢,
,m20,Fires all arrows in each [column below],射出 [下方每列] 的所有箭矢,
,m21,Fires all arrows in each [row to the left],射出 [左侧每行] 的所有箭矢,
,m22,Fires all arrows in each [column above],射出 [上方每列] 的所有箭矢,
,m23,Adjacent and diagonal structures become conductive,使与它相邻和对角的建材可传导法力,
,m24,This item is refreshed and can be used again this combat,刷新此物品，使它可在本场战斗中被再次使用,
,m25,Items in this row are refreshed and can be used again this turn,刷新此行所有物品，使它们可在本回合内被再次使用,
,m26,selected adjacent Weapons get /x% bonus damage this combat,被选定的相邻武器在本场战斗中伤害 /x%,
,m27,All weapons get /x% bonus damage,所有武器伤害 /x%,
,m28,The first arrow in each [row to the right] gets /x% bonus damage,[右侧每行] 的第一只箭矢伤害 /x%,
,m29,The first arrow in each [column below] gets /x% bonus damage,[下方每列] 的第一只箭矢伤害 /x%,
,m30,The first arrow in each [row to the left] gets /x% bonus damage,[左侧每行] 的第一只箭矢伤害 /x%,
,m31,The first arrow in each [column above] gets /x% bonus damage,[上方每列] 的第一只箭矢伤害 /x%,
,m32,This item is disabled,此物品将失效,
,m33,All consumables get /x% bonus healing,所有消耗品治疗效果 /x%,
,m34,All weapons get /x damage,所有武器伤害 /x,
,m35,All adjacent weapons are used,使用与它相邻的所有武器,
,m36,All adjacent cleavers are used,使用与它相邻的所有厨刀,
,m37,The [above] cleaver is used,使用 [上方] 的厨刀,
,m38,The [right] cleaver is used,使用 [右侧] 的厨刀,
,m39,The cleaver [below] is used,使用 [下方] 的厨刀,
,m40,The [left] cleaver is used,使用 [左侧] 的厨刀,
,m41,All connected weapons get /x% bonus damage,所有接通的武器伤害 /x%,
,m42,All consumables get /x rage,所有消耗品 /x 层狂怒,
,m43,Adjacent weapons get /x damage this combat,与它相邻的武器在本场战斗中伤害 /x,
,m44,Adjacent weapons get /x damage this turn,与它相邻的武器在本回合内伤害 /x,
,m45,Adjacent and diagonal weapons get /x damage,与它相邻和对角的武器伤害 /x,
,m46,This gets /x damage this turn,此物品在本回合内伤害 /x,
,m47,This gets /x damage this combat,此物品在本场战斗中伤害 /x,
,m48,This item is disabled for /y turns,此物品将失效 /y 个回合,
,m49,This item is anchored for /y combats,此物品将被固定 /y 场战斗,
,m50,Adjacent and diagonal armor gets /x block,与它相邻和对角的护甲格挡值 /x,
,m50b,Adjacent and diagonal shields and armor get /x block,与它相邻和对角的护甲或盾牌格挡值 /x,
,m51,This item is disabled for the rest of this combat,此物品将失效，直至本场战斗结束,
,m52,This item is disabled for /y combats,此物品将失效 /y 场战斗,
,m53,Adjacent helmets get /x block,与它相邻的头盔格挡值 /x,
,m54,Adjacent footwear gets /x block,与它相邻的鞋类格挡值 /x,
,m55,This item is used,使用此物品,
,m56,Arrows to the [right] get /x% bonus damage,[右侧] 的箭矢伤害 /x%,
,m57,Arrows to the [left] get /x% bonus damage,[左侧] 的箭矢伤害 /x%,
,m58,Arrows [below] get /x% bonus damage,[下方] 的箭矢伤害 /x%,
,m59,Arrows [above] get /x% bonus damage,[上方] 的箭矢伤害 /x%,
,m60,Connected weapons get /x damage,接通的武器伤害 /x,
,m61,Adjacent and diagonal shields get /x block,与它相邻和对角的盾牌格挡值 /x,
,m62,The first arrow in each [row to the right] gets /x damage,[右侧每行] 的第一只箭矢伤害 /x,
,m63,The first arrow in each [row to the left] gets /x damage,[左侧每行] 的第一只箭矢伤害 /x,
,m64,The first arrow in each [column below] gets /x damage,[下方每列] 的第一只箭矢伤害 /x,
,m65,The first arrow in each [column above] gets /x damage,[上方每列] 的第一只箭矢伤害 /x,
,m66,Armor to the left gets /x block,[左侧] 的护甲格挡值 /x,
,m67,Weapons in this column get /x damage,此列所有武器伤害 /x,
,m68,Adjacent and diagonal weapons get /x poison to self,与它相邻和对角的武器会对自身施加 /x 层中毒,
,m69,Weapons in this row or column get /x damage,此行和此列所有武器伤害 /x,
,m69c,Weapons in this row or column get /x damage this combat,此行和此列所有武器在本场战斗中伤害 /x,
,m70,Adjacent and diagonal weapons get /x damage this combat,与它相邻和对角的武器在本场战斗中伤害 /x,
,m71,This gets /x spikes to self this turn,此物本在本回合内会对自身叠加 /x 层尖刺,
,m72,All shields get /x spikes to self,所有盾牌会对自身叠加 /x 层尖刺,
,m73,All diagonal cleavers are used,使用所有与它对角的厨刀,
,m74,Adjacent and diagonal cleavers get /x damage,与它相邻和对角的厨刀伤害 /x,
,m75,The cleaver [above] gets used,使用 [上方] 的厨刀,
,m76,The cleaver [to the right] gets used,使用 [右侧] 的厨刀,
,m77,The cleaver [below] gets used,使用 [下方] 的厨刀,
,m78,The cleaver [to the left] gets used,使用 [左侧] 的厨刀,
,m79,Adjacent shields get used,使用与它相邻的盾牌,
,m80,Adjacent weapons get /x healing,与它相邻的武器治疗 /x,
,m81,Weapons in this column get /x% bonus damage,此列所有武器伤害 /x%,
,m82,Weapons in this row get /x weak this combat,此行所有武器在本场战斗中 /x 层虚弱施加,
,m83,Select an adjacent weapon to permanently get /x% bonus damage,选择一把与它相邻的武器，使它伤害永久 /x%,
,m84,Adjacent and diagonal weapons get /x damage,与它相邻和对角的武器伤害 /x,
,m85c,Adjacent weapons get /x% bonus damage this combat,与它相邻的武器在本场战斗中伤害 /x%,
,m85,Adjacent weapons get /x% bonus damage,与它相邻的武器伤害 /x%,
,m86,Adjacent weapon [below] gets /x damage,[下方] 的相邻武器伤害 /x,
,m87,Adjacent weapon [to the left] gets /x damage,[左侧] 的相邻武器伤害 /x,
,m88,Adjacent weapon [above] gets /x damage,[上方] 的相邻武器伤害 /x,
,m89,Adjacent weapon [to the right] gets /x damage,[右侧] 的相邻武器伤害 /x,
,m90,Weapons in this row get /x poison this combat,此行所有武器在本场战斗中 /x 层中毒施加,
,m91,Adjacent and diagonal consumables are destroyed,摧毁与它相邻和对角的消耗品,
,m92,Adjacent weapons get /x poison,与它相邻的武器 /x 层中毒施加,
,m93,Weapons two spaces away get /x damage,距离两个格子处的武器伤害 /x,
,m94,All weapons remove /x from all status effects from all enemies,所有武器将移除所有敌人 /x 层所有状态效果,
,m95,scratch deals /x Damage,爪击造成的伤害 /x,
,m96,Helmets to the right are disabled,使 [右侧] 的头盔失效,
,m97,Shields get /x spikes to self,盾牌会对自身叠加 /x 层尖刺,
,m98,Footwears to the right are disabled,使 [右侧] 的鞋类失效,
,m99,structures beneath this get /x block,[下方] 的建材格挡值 /x,
,m100,This gets /x to poison,此物品 /x 层中毒施加,
,m101,Adjacent shields get /x spikes to self,与它相邻的盾牌会对自身叠加 /x 层尖刺,
,m102,Adjacent and diagonal consumables get /x healing,与它相邻和对角的所有消耗品治疗效果 /x,
,m103,Weapons in this column get /x% bonus damage this turn,此列所有武器在本回合内附加 /x% 的额外伤害,
,m103b,Weapons in this column get /x% bonus damage this combat,此列的武器在本场战斗中伤害 /x%,
,m104,Wands in this column get /x damage,此列所有魔杖伤害 /x,
,m105,Permanently increase cost by /y mana,此物品永久增加 /y 点法力消耗,
,m106,/x to the energy cost for this combat,此物品在本场战斗中获得 /x 点能量消耗, WARNING: ENGLISH TEXT CHANGED #####################################################
,m107,Decreases the cost of all held carvings to 0 energy,将所有抽出的雕饰能量消耗降低为 0,
,m108,Remove all held carvings and draw 3,丢弃所有抽出的雕饰，并重新抽取 3 件,
,m109,Banishes a carving from hand,排除一件雕饰堆内的雕饰,
,m110,Weapons behind get /x% bonus damage,被此雕饰叠放的武器伤害 /x%,
,m111,Weapons behind this are used,使用被此雕饰叠放的武器,
,m112,Weapons behind this are destroyed,摧毁被此雕饰叠放的武器,
,m113,This carving is banished,排除此雕饰,
,m114,Shields two spaces away get /x block this combat,距离两个格子处的盾牌在本场战斗中格挡值 /x,
,m115,The item this is played on is destroyed,摧毁被此雕饰叠放的物品,
,m116,Adds /x energy for each space the destroyed item occupied,被摧毁的物品每占据一个格子就增加 /x 点能量,
,m117,Adjacent shields get /x block this combat,与它相邻的盾牌在本场战斗中格挡值 /x,
,m118,This item gets /x to mana,此物品法力 /x,
,m119,Adjacent consumables are destroyed,摧毁与它相邻的消耗品,
,m120,Bows behind are used,使用被此雕饰叠放的弓弩,
,m121,Armor in this row gets /x spikes this combat,此行所有护甲在本场战斗中将叠加 /x 层尖刺,
,m122,Items behind are used,使用被此雕饰叠放的物品,
,m123,Adds /x damage for each carving played this combat,本场战斗中每打出一件雕饰，增加 /x 点伤害,
,m124,Adds /x block for each carving played this combat,本场战斗中每打出一件雕饰，增加 /x 点格挡值,
,m125,Arrows behind get /x% bonus damage this turn,被此雕饰叠放的箭矢本回合内伤害 /x%,
,m126,Adjacent fish are destroyed,摧毁与它相邻的鱼类,
,m127,For each manastone above this,上方每有一颗魔石,
,m128,Adds /x gold for each space the destroyed item occupied,被摧毁的物品每占据一个格子就增加 /x 枚金币,
,m129,This item gets /x to all status effects,此物品 /x 层所有状态效果,
,m130,All connected weapons get /x% bonus damage this turn,所有接通的武器在本回合内伤害 /x%,
,m131,The weapon behind gets /x damage this turn,被此雕饰叠放的武器在本回合内伤害 /x,
,m132,The item [to the left] is destroyed,摧毁 [左侧] 的物品,
,m133,The item [above] is destroyed,摧毁 [上方] 的物品,
,m134,The item [to the right] is destroyed,摧毁 [右侧] 的物品,
,m135,The item [below] is destroyed,摧毁 [下方] 的物品,
,m132b,The adjacent item [to the left] is destroyed,摧毁 [左侧] 的相邻物品,
,m133b,The adjacent item [above] is destroyed,摧毁 [上方] 的相邻物品,
,m134b,The adjacent item [to the right] is destroyed,摧毁 [右侧] 的相邻物品,
,m135b,The adjacent item [below] is destroyed,摧毁 [下方] 的相邻物品,
,m136,"For each space the destroyed item occupied, this gets /x damage",被摧毁的物品每占据一个格子，此物品就伤害 /x,
,m137,Decreases the cost of all adjacent weapons to 0 energy,将所有与它相邻的武器能量消耗降低为 0,
,m138,This item is refreshed and can be used again this turn,刷新此物品，使它可在本回合内被再次使用,
,m139,Adjacent weapons get /x to their energy cost this combat (minimum of 1),与它相邻的武器在本场战斗中能量消耗 /x（最低为 1 点）,
,m140,Adjacent weapons get /x burn,与它相邻的武器 /x 层灼烧施加,
,m141,Weapons along a diagonal line get /x damage,对角线上的武器伤害 /x,
,m142,Adjacent weapons get /x weak this combat,与它相邻的武器在本场战斗中 /x 层虚弱施加,
,m143,This item gets /x% bonus damage this turn,此物品在本回合内伤害 /x%,
,m144,Redirects charge,改变充能方向,
,m145,Reorganize your backpack in combat,在战斗中重新整理背包,
,m146,A new charge is created with 2 energy,生成一发 2 点能量的新充能,
,m147,Each charge can only use this component /x times,每发充能仅能使用 /x 次此零件,
,m148,Charges must have traveled at least /x spaces,充能必须行进至少 /x 个格子,
,m149,Creates a charge with /x energy,生成一发 /x 点能量的充能,
,m150,Creates two charges with /x energy,生成两发 /x 点能量的充能,
,m151,"For each space the destroyed item occupied, this gets /x energy",被摧毁的物品每占据一个格子，此物品就能量 /x,
,m152a,The closest item [below] is pulled [up],[向上] 拉近 [下方] 最近的物品,
,m152b,The closest item [to the right] is pulled [left],[向左] 拉近 [右侧] 最近的物品,
,m152c,The closest item [to the left] is pulled [right],[向右] 拉近 [左侧] 最近的物品,
,m152d,The closest item [above] is pulled [down],[向下] 拉近 [上方] 最近的物品,
,m153,The adjacent item [above] is pushed [up],[向上] 推开 [上方] 相邻的物品,
,m154,The adjacent item [to the left] is pushed [left],[向左] 推开 [左侧] 相邻的物品,
,m155,The adjacent item [below] is pushed [down],[向下] 推开 [下方] 相邻的物品,
,m156,The adjacent item [to the right] is pushed [right],[向右] 推开 [右侧] 相邻的物品,
,m157,Adjacent items are pushed away,推开与它相邻的物品,
,m158,This carving is discarded,丢弃此雕饰,
,m159,/x to the energy cost for this turn,此物品在本回合内能量消耗 /x,
,m160,Does damage equal to /x% of your current poison,造成等同于你当前中毒层数 /x% 的伤害,
,m161,Adjacent carvings are discarded,丢弃相邻的雕饰,
,m162,Carvings behind are discarded,丢弃被叠放的雕饰,
,m163,All weapons become heavy,使所有武器会沉底,
,m164,all wands get /x to mana cost,所有魔杖法力消耗 /x,
,m167,Adjacent wands get /x damage,相邻的魔杖伤害 /x,
,m168,/y to mana cost of adjacent and diagonal wands,与它相邻和对角的魔杖获得 /y 点法力消耗,
,m169,/x to mana cost this turn,此物品在本回合内法力消耗 /x,
,m170,/x to the energy cost of all weapons and bows,所有武器和弓弩能量消耗 /x, WARNING: ENGLISH TEXT CHANGED #####################################################
directional,below,below,下方,
,above,above,上方,
,left,left,左侧,
,right,right,右侧,
modifier names,kill,kill,击杀,
,Near Consumable,Near Consumable,周围的消耗品,
,nearby accessory,nearby accessory,周围的饰品,
,open space,open space,开放格子,
,empty space,empty space,空格子,
,space above,space above,上方格子,
,other helmet,other helmet,其它头盔,
,connected manastone,connected manastone,接通的魔石,
,other shoes,other shoes,其它鞋类,
,position,position,位置,
,nearby structure,nearby structure,周围的建材,
,bronze plate,bronze plate,青铜胸甲,
,nearby weapon,nearby weapon,周围的武器,
,forge,forge,铁匠铺,
,nearby fish,nearby fish,周围的鱼类,
,Use,Use,使用,
,combats,combats,场战斗,
,turns,turns,个回合,
,nearby,nearby,周围,
items,ACIDIC POTION,ACIDIC POTION,酸蚀药水,
,AMETHYST,AMETHYST,紫水晶,
,ANCIENT TOME,ANCIENT TOME,古代书籍,
,ANCIENT TOME2,Ancient spells are written in the margins of this recipe book,这本食谱的空白处写满了上古咒语,
,ANGLER FISH,ANGLER FISH,鮟鱇鱼,
,ARCHANGEL ARMOR,ARCHANGEL ARMOR,大天使护甲,
,ARCHANGEL Wings,ARCHANGEL Wings,大天使之翼,
,ARCHANGEL Wings e1,The item between the wings is used,使用双翼之间的物品,
,ARCHANGEL Wings e2,The item between the wings is disabled for 1 turn,双翼之间的物品将失效 1 回合,
,ARCHANGEL Wings2,They have a mind of their own!,它们有自己的意志！,
,ARCHER'S WAND,ARCHER'S WAND,射手魔杖,
,ARCHER'S WAND2,Frog wizards created this item,青蛙巫师们创造了这件物品,
,ASSASSIN'S DAGGER,ASSASSIN'S DAGGER,刺客匕首,
,BALLOON,BALLOON,气球,
,BANDAGES,BANDAGES,绷带,
,Bashing Shield,Bashing Shield,猛击之盾,
,Bashing Shield e1,Does damage equal to your current block,造成等同于你当前格挡值的伤害,
,BERSERKER'S CLUB,BERSERKER'S CLUB,狂战士钉棒,
,BESERKER'S RING,BERSERKER'S RING,狂战士之戒,
,BIG FIN,BIG FIN,大鳍,
,BLADE SUMMONER,BLADE SUMMONER,剑之唤使,
,BLUEFIN,BLUEFIN,蓝鳍金枪鱼,
,BRAMBLE,BRAMBLE,荆棘,
,BRAMBLE2,Poison oozes from these thick brambles,毒液从这些茂密的荆棘中缓缓渗出,
,Brass Knuckles,Brass Knuckles,黄铜指虎,
,BRICK,BRICK,砖块,
,BRICKWALL,BRICKWALL,砖墙,
,BROKEN RING,BROKEN RING,残戒,
,BROKEN RING2,Ancient magicians found protection with this ring on hand,古代魔法师们发现，戴上此戒可受庇佑,
,BRONZE BREASTPLATE,BRONZE BREASTPLATE,青铜胸甲,
,BRUTAL SPEAR,BRUTAL SPEAR,残暴之矛,
,BUBBLE,BUBBLE,泡泡,
,CACTUS,CACTUS,仙人掌,
,CAP,CAP,帽子,
,CAULDRON,CAULDRON,釜,
,CAVE FISH,CAVE FISH,洞穴鱼,
,CAVE SHARK,CAVE SHARK,洞穴鲨,
,CHAINMAIL,CHAINMAIL,链甲,
,CHARMED BRACELET,CHARMED BRACELET,辟邪手镯,
,CHARMED BRACELET2,Exchange your lifeforce to remove a curse,以你的生命力为代价移除诅咒,
,CHEF'S HAT,CHEF'S HAT,厨师帽,
,CITRINE,CITRINE,黄水晶,
,CLEANSING BOMB,CLEANSING BOMB,净化炸弹,
,CLEANSING POTION,CLEANSING POTION,净化药水,
,CLEANSING RAG,CLEANSING RAG,净化抹布,
,CLEANSING WAND,CLEANSING WAND,净化魔杖,
,CLEANSING WAND2,I think this wand used to be a broom!,我觉得这根魔杖原本应该是把扫帚！,
,CLUB,CLUB,木棒,
,COAL,COAL,煤,
,COMPOSITE BOW,COMPOSITE BOW,复合弓,
,COMPOSITE BOW2,For the smallest of rodents,专为超小号的啮齿动物量身打造,
,CONDUIT,CONDUIT,导管,
,COOL DRINK,COOL DRINK,冷饮,
,CRIMSON ENERGY,CRIMSON ENERGY,绯红之力,
,CROOKED ARROW,CROOKED ARROW,扭曲箭矢,
,CROSSBOW,CROSSBOW,短弩,
,CROSSBOW2,squirrels prefer the light weight of crossbows,轻便的短弩一向是松鼠们的最爱,
,CURSED BLADE,CURSED BLADE,诅咒之刃,
,CURSED BLADE2,Many have tried to wield this sword - none have succeeded,想成为此剑主人的不在少数，但从未有人成功,
,CURSED SHIV,CURSED SHIV,诅咒匕首,
,CURSED SHIV2,Unspeakably cursed,带有晦涩难懂的诅咒,
,CURSED WHETSTONE,CURSED WHETSTONE,诅咒砥石,
,DAGGER,DAGGER,匕首,
,DAMAGED KNIFE,DAMAGED KNIFE,破损断刀,
,DARK HEADBAND,DARK HEADBAND,暗黑头带,
,DARK WHETSTONE,DARK WHETSTONE,暗黑砥石,
,DART,DART,飞镖,
,DEBUFF POTION,DEBUFF POTION,减益药水,
,DIAMOND,DIAMOND,钻石,
,DISGUSTING FOOD,DISGUSTING FOOD,黑暗料理,
,DODGE POTION,DODGE POTION,闪避药水,
,DORU,DORU,战矛,
,DORU2,Wait until the time is right,伺机而动,
,DOUBLE HALBERD,DOUBLE HALBERD,双头戟,
,DOUBLE POISON POTION,DOUBLE POISON POTION,倍毒药水,
,DRAGONFLY,DRAGONFLY,蜻蜓,
,DUCT TAPE,DUCT TAPE,胶带,
,DUELING SWORD,DUELING SWORD,决斗刺剑,
,EARTHSTONE BLADE,EARTHSTONE BLADE,大地重剑,
,ELECTRIC ARROW,ELECTRIC ARROW,电之箭矢,
,ELECTRIC STONE,ELECTRIC STONE,电之原石,
,ELECTRIC WAND,ELECTRIC WAND,电之魔杖,
,EMERALD,EMERALD,绿宝石,
,EMERALD BRACELET,EMERALD BRACELET,绿宝石手镯,
,EMPTY CUP,EMPTY CUP,空杯子,
,ETHEREAL STAFF,ETHEREAL STAFF,空灵法杖,
,ETHEREAL WAND,ETHEREAL WAND,空灵魔杖,
,ETHEREAL WAND2,A wand capable of summoning energy from beyond our realm,一根能够唤出异界能量的魔杖,
,ETHEREAL WHETSTONE,ETHEREAL WHETSTONE,空灵砥石,
,EXPERT BOW,EXPERT BOW,精湛之弓,
,EXPLOSIVE ARROW,EXPLOSIVE ARROW,爆裂箭矢,
,FEATHER CAP,FEATHER CAP,轻羽之帽,
,FISH SWORD,FISH SWORD,咸鱼剑,
,FISH SWORD2,"This thing does not smell good. Seriously, wow.",这玩意闻起来简直令人作呕...真的...哕...,
,FISHING HOOK,FISHING HOOK,鱼钩,
,FISHING HOOK2,Fishing while you work!,一边工作一边摸鱼！,
,FLOWER,FLOWER,花朵,
,FROTHY DRINK,FROTHY DRINK,泡沫饮料,
,GEMSTONE HEART,GEMSTONE HEART,宝石之心,
,GLITCHED POTION,GLITCHED POTION,古怪药水,
,GLOVE OF KNIVES,GLOVE OF KNIVES,利刃手套,
,GLOVE OF KNIVES2,Try it on for size,来，戴上试试大小,
